OBJECTID,SITE_ID,PRIMARYSP,STATUS,LEASE_TYPE,LEASEHOLDE,CONTACT,LOCATION,WATERBODY,CITY,COUNTY,EXPIRATION,GlobalID,Acres,created_user,created_date,last_edited_user,last_edited_date,decision_url,SHAPEarea,SHAPElen
6216,PEN RIx,American oysters,A,E,"McCoy, Maude and James Balano",James Balano,East of Ram Island,Wheeler Bay,St. George,Knox,2022/03/31 05:00:00+00,{0F8C39A5-697A-44C4-8597-941790DD0F9B},1.06518235,MEDMR,2019/09/10 18:31:08+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-McCoyBalano.pdf,4310.64002409371,363.339623966146
6217,PEN WBx,American oysters,A,E,"McCoy, Maude and James Balano",James Balano,Salt Pond,Wheeler Bay,St. George,Knox,2022/03/31 05:00:00+00,{9DBAD208-1BBC-4AE6-BD1C-D2DCDE2D64FC},1.97692742,MEDMR,2019/09/10 18:42:59+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MccoyBalano_Wheeler_ExecutedFinalDecision.pdf,8000.34144565713,397.096675370351
6218,SHE LE2x,American oysters,A,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Lehman Island,Sheepscot River,Newcastle,Lincoln,2021/04/22 05:00:00+00,{CF3F532D-E4D9-46C1-BD1C-5A997E806083},0.4836137,MEDMR,2019/09/10 18:49:37+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MEOys.FINALDECISION.docx,1957.11519862781,245.701291910608
6219,SHE LE2x,American oysters,A,E,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Lehman Island,Sheepscot River,Newcastle,Lincoln,2021/04/22 05:00:00+00,{488A0BAA-A513-4D3A-8689-71AE3F4551E8},1.07127117,MEDMR,2019/09/10 18:49:37+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/MEOys.FINALDECISION.docx,4335.28060781141,459.956750454407
6220,SHE LE2,American oysters,E,S,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Lehman Island,Sheepscot River,Newcastle,Lincoln,2017/12/03 05:00:00+00,{58B76615-2AB8-4939-839C-05876287DA44},1.08140078,MEDMR,2019/09/10 18:49:37+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/hornelehmanisland2007.pdf,4376.2736837677,461.205860575136
6221,SHE LE2,American oysters,E,S,"Maine Oyster, Inc.",Eric Horne/Valy Steverlynck,Lehman Island,Sheepscot River,Newcastle,Lincoln,2017/12/03 05:00:00+00,{912A7D8D-90C7-4D16-B460-8EAB508DCCF5},0.4894289,MEDMR,2019/09/10 18:49:37+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/hornelehmanisland2007.pdf,1980.64848661993,245.523732453523
6222,CAS CIx,Marine algae,A,E,"Oceans Balance, Inc.",Tollef Olson,West of Cow Island,Casco Bay,Long Island,Cumberland,2021/11/14 05:00:00+00,{08E73806-880E-4F9B-8A93-8F891168C731},3.92854147,MEDMR,2019/09/10 18:56:31+00,MEDMR,2020/12/09 18:31:50+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionCASCIx.pdf,15898.2432751521,698.82044266813
6223,WEB WH,American oysters,A,S,"Gott, Erin",Erin Gott,,Webhannet River,Wells,York,2028/08/19 05:00:00+00,{36CA9B9B-9D00-4525-AF7C-11E73E2EA1C1},0.1711691,MEDMR,2019/09/10 19:42:14+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionWEBWH.pdf,692.696774791177,219.657701270664
6224,WEB WH,American oysters,A,S,"Gott, Erin",Erin Gott,,Webhannet River,Wells,York,2028/08/19 05:00:00+00,{7C1F0974-7853-4AB8-8E5A-AC35EB82E56B},0.1483388,MEDMR,2019/09/10 19:42:14+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionWEBWH.pdf,600.305841065933,223.654695450512
6225,WEB WH,American oysters,A,S,"Gott, Erin",Erin Gott,,Webhannet River,Wells,York,2028/08/19 05:00:00+00,{C8F97E9C-8EEB-4F4A-8B87-9EAFA928FD4B},0.17969646,MEDMR,2019/09/10 19:42:14+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionWEBWH.pdf,727.205771422495,218.84035842459
6226,WEB WH,American oysters,A,S,"Gott, Erin",Erin Gott,,Webhannet River,Wells,York,2028/08/19 05:00:00+00,{A6A381B6-9149-4F6A-B033-4C15A3F59CC6},0.1981068,MEDMR,2019/09/10 19:42:14+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionWEBWH.pdf,801.709781641525,221.923058419432
6227,WEB WH,American oysters,A,S,"Gott, Erin",Erin Gott,,Webhannet River,Wells,York,2028/08/19 05:00:00+00,{929CF5DF-0C76-43E2-B506-7BDF2DD12700},1.15607372,MEDMR,2019/09/10 19:42:14+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionWEBWH.pdf,4678.46436557422,1077.24036319022
6229,CAS CI2x,Marine algae,A,E,"Hunt, Stewart",Stewart Hunt,Between Cousins and Chebeague Islands,Casco Bay,Yarmouth,Cumberland,2022/09/14 05:00:00+00,{08F0F941-C7E5-464C-AC43-DD18F2741967},3.85492454,MEDMR,2020/02/05 23:47:11+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFinalDecision-Hunt.pdf,15600.3261235864,724.436187090894
6230,CAS LCI3x,Marine algae,A,E,"Great Ledge Cove Seafood, LLC.",Justin Papkee,South of Little Chebeague Island,Casco Bay,Long Island,Cumberland,2022/11/30 05:00:00+00,{82E3A621-4F1E-4F64-81B4-BCF127556F21},3.72939313,MEDMR,2020/02/05 23:56:44+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINAL-DECISION-CAS-LCI3x-GreatLodgeCove-signed.pdf,15092.3185593352,762.091748253524
6231,CAS SI2,Marine algae,A,W,"Summit Point, LLC.",Colleen Francke,Southeast of Sturdivant Island,Casco Bay,Cumberland,Cumberland,2039/04/03 05:00:00+00,{3FC4D404-C5F8-4768-B44F-FF873DD2076E},8.62190131,MEDMR,2020/02/06 00:01:43+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-SummitPoint.pdf,34891.5966970793,1044.4960932317
6232,DAM DCx,American oysters/bay scallops/surf clams,A,E,"Mook Sea Farms, Inc.",William Mook,Days Cove,Damariscotta River,Damariscotta,Lincoln,2022/09/14 05:00:00+00,{163F3672-DFA9-4807-B8FD-AB545FC01BEF},3.84995422,MEDMR,2020/02/06 00:05:57+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINAL-DECISION_DAM-DCx-MookSeaFarms.pdf,15580.2119661448,529.792165189489
6233,DAM GP2x,American oysters,A,E,"George F. Faux, Inc.",George Faux,Blackstone Narrows,Damariscotta River,Newcastle,Lincoln,2022/09/30 05:00:00+00,{A4B88290-8484-4EEB-9B05-B8E55E9C881D},1.10068696,MEDMR,2020/02/06 00:09:01+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-DAMGP2x-GeorgeFauxInc.pdf,4454.32210605503,403.416277522312
6234,MID WCx,American oysters,A,E,"Wilson Cove Oysters, LLC.",Justine Simon,Wilson Cove,Middle Bay,Harpswell,Cumberland,2022/08/31 05:00:00+00,{3A695E3B-1FF8-4D48-83D5-62F1DE7D9CCB},3.21232391,MEDMR,2020/02/06 00:17:16+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFinalDecision-WilsonCoveOysters.pdf,12999.8136449337,468.781440311147
6235,MOR SPx,American oysters,A,E,"Watson, Terry",Terry Watson,Spirit Pond,Morse River,Phippsburg,Sagadahoc,2022/09/14 05:00:00+00,{40C91751-3694-47A4-992B-F9C7EF0C1809},0.52254043,MEDMR,2020/02/06 00:20:21+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFinalDecision-Watson.pdf,2114.64610094133,184.648475737118
6236,PEN CLx,Marine algae,A,E,"Baines, Robert",Robert Baines,Northwest of Hewitt Island in the Muscle Ridges,Penobscot Bay,Unorganized Territory,Knox,2022/10/31 05:00:00+00,{4B23FAC8-2FB3-41BA-B70E-D06FC2DBE040},3.74226925,MEDMR,2020/02/06 00:23:59+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-RobertS.Baines.pdf,15144.4263548309,735.764958746641
6237,STG DC1x,Marine algae,A,E,"Cotton, John",John Cotton,Deep Cove,St. George River,St. George,Knox,2022/10/09 05:00:00+00,{21E66F2A-433C-4CD3-B94E-813BEC453D27},3.6704982,MEDMR,2020/02/06 00:33:41+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED-DECISION-STG-DC1x-JohnCotton_000.pdf,14853.9792241902,721.158753230631
6238,STG DC2x,Marine algae,A,E,"Albatross Fisheries, LLC.",Scott Lord,Deep Cove,St. George River,St. George,Knox,2022/10/21 05:00:00+00,{D0FBE16C-50C8-4564-85F4-C9452387DD53},3.82930955,MEDMR,2020/02/06 00:35:50+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED-DECISION-STG-DC2x-AlbatrossFisheries.pdf,15496.6659293719,730.057245599485
6239,STG DC3x,Marine algae,A,E,Miss Madisyn,"Greg Morris, Jr.",Deep Cove,St. George River,St. George,Knox,2022/10/21 05:00:00+00,{33AD05C3-D3E8-461C-AC16-36B4FC4EF322},3.73790644,MEDMR,2020/02/06 00:38:26+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED-Decision-STG-DC3x.pdf,15126.770702913,736.507450468856
6240,CAS BC2x,American oysters,A,E,"Henninger, Thomas",Thomas Henninger,Broad Cove,Casco Bay,Yarmouth,Cumberland,2022/08/07 05:00:00+00,{D255B7B6-8215-45A7-BDE3-9982FCCAF44E},2.75290941,MEDMR,2020/02/06 00:43:43+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecision-CASBC2x.pdf,11140.6291458301,427.145080271117
6241,DAM DUx,American oysters,A,E,"Norumbega Oyster, Inc.",Eric Peters,East of Upper Dodge Cove,Damariscotta River,Newcastle,Lincoln,2022/04/14 05:00:00+00,{7A1CDB4B-61EB-4B7B-B4A0-A8131514AC4A},3.93560826,MEDMR,2020/02/06 00:51:46+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDecisionExecutedDAMDUx.pdf,15926.8415474593,628.021735602377
6242,CAS CF3,Blue mussels/sea scallops/marine algae/oysters,A,S,"Wild Ocean Aquaculture, LLC.",Matthew Moretti,East of Clapboard Island,Casco Bay,Falmouth,Cumberland,2039/03/14 05:00:00+00,{E2B2175D-F2A5-4116-A0EB-69A8F9E7B373},10.99502499,MEDMR,2020/02/06 00:58:38+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFinalDecision-WildOceanAqua-CASCF3.pdf,44495.2874907899,976.33394011013
6243,PEN HIx,Marine algae/shellfish,A,E,Hurricane Island Foundation,Phoebe Jekielek,North of Hurricane Island,Penobscot Bay,Vinalhaven,Knox,2022/08/31 05:00:00+00,{42E1F65F-F86E-4021-BEBE-46E8BBCE0A44},3.16919353,MEDMR,2020/02/06 01:02:36+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-EXECUTED-PENHIx-HurricaneIsland.pdf,12825.2711977954,460.777986202265
6244,MID GIx2,American oysters,A,E,"Goose Island Oysters, LLC.",Justine Simon,West of Upper Goose Island,Middle Bay,Harpswell,Cumberland,2022/08/31 05:00:00+00,{7CCADC55-CE1D-4C4F-B5A3-6352A11D7F19},3.28166979,MEDMR,2020/02/06 01:05:52+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFinalDecision-GooseIslandOysters.pdf,13280.4464654879,474.320495963405
6245,PEN RBx,Marine algae,A,E,"Miller, Keith and Ben Stendel",Keith Miller and Ben Stendel,Southeast of Elwell Island in Rackliff Bay,Penobscot Bay,St. George,Knox,2022/05/31 05:00:00+00,{74ABC2B7-DBE3-4C91-BB77-7D06542769A5},3.90307562,MEDMR,2020/02/06 01:08:59+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedFinalDecisionPENRB.pdf,15795.1866319045,765.292034832985
6246,MACH HIx,Marine algae,A,E,"Patryn, Jacob",Jacob Patryn,West of Hog Island,Machias Bay,Machiasport,Washington,2022/10/31 05:00:00+00,{840E0264-7426-4304-B274-91DFCD52C467},3.6982695,MEDMR,2020/02/06 01:12:13+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/Patryn_decision_executed.pdf,14966.3656612246,584.013589523406
6247,SHE EHx,Marine algae,A,E,"Brewer, Jodi M.",Jodi Brewer,Ebenecook Harbor,Sheepscot River,Southport,Lincoln,2022/08/31 05:00:00+00,{D7008107-186A-40DA-93F9-412EB40796E6},0.9833094,MEDMR,2020/02/06 01:14:40+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/Brewer_decision_.pdf,3979.31194922427,634.340688683562
6248,QHB SIx,American oysters,A,E,Quahog Bay Conservancy,David Hunter,East of Snow Island,Quahog Bay,Harpswell,Cumberland,2022/09/30 05:00:00+00,{E629F15C-0A39-4AF9-A95A-283FEB52EF83},2.97676531,MEDMR,2020/02/10 22:14:56+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDFINALDECISION-QuahogBay.pdf,12046.5418098038,682.376125486973
6610,CAS BC2,American oysters,A,S,"Basket Island Oyster Company, LLC.",Mark Green,Broad Cove,Casco Bay,Yarmouth,Cumberland,2027/10/01 05:00:00+00,{D779D934-83D8-4553-B69E-5A115B616015},3.59341605,MEDMR,2019/09/10 20:10:26+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/pending/documents/ExecutedDecisionCASBC2.pdf,14542.0388185332,659.41771173074
6611,SAS RC2,American oysters,A,S,"Georgetown Aquaculture, LLC.",Robert Burns,Robinhood Cove,Sasanoa River,Georgetown,Sagadahoc,2039/01/10 05:00:00+00,{BB10B86A-2A14-431D-8759-5952D93F8E9A},14.15569602,MEDMR,2020/02/10 22:32:35+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/Georgetown-FinalDecision.pdf,57286.0693524181,1448.352529615
6612,DAM HI5,American oysters,A,S,"Dodge Cove Marine Farm, LLC.",Antonina Simmons,Southwest of Hog Island,Damariscotta River,Damariscotta,Lincoln,2038/07/30 05:00:00+00,{B287CE7C-F9CF-446D-BF9B-10765CAF1B13},3.55035034,MEDMR,2020/02/10 23:02:24+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecisionDAMHI5.pdf,14367.7580616651,624.459851533151
6613,CAS NLC2x,American oysters,A,E,"Chebeague Island Oyster Company, LLC.",Robert Earnest,Northwest of Little Chebeague Island,Casco Bay,Chebeague Island,Cumberland,2023/08/31 05:00:00+00,{705A26FC-BDE9-4BA2-A3B7-97607E17BDD1},1.5739455,MEDMR,2020/04/15 23:17:58+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-ChebeagueIslandOyster.pdf,6369.53145765285,633.916466366348
6614,CI PL,American oysters,A,S,"Gray, Lauren and Joshua",Lauren and Joshua Gray,East of Cranberry Harbor,The Pool,Cranberry Isles,Hancock,2039/12/12 05:00:00+00,{E8D80D36-34C0-411E-92A7-F88EEB2E549D},5.06982492,MEDMR,2020/04/15 23:40:12+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED.DECISION-CIPL-Gray-ThePool.pdf,20516.8535454433,566.184378668371
6615,SWAN MPx,American oysters,A,E,"Joyce, Jason and Joshua Joyce",Jason and Joshua Joyce,Mill Pond,Burnt Coat Harbor,Swan's Island,Hancock,2022/08/31 05:00:00+00,{40E1AEEB-0CBA-44F1-B90E-08A45F59BC33},2.93557467,MEDMR,2020/04/15 23:54:01+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-SWANMPx-BurntCoatHarbor.pdf,11879.8491974547,438.711943328494
6616,MAQ MP,American oysters,A,S,Mere Point Oyster Company LLC,Doug Niven and Dan Devereaux,West of Merepoint Peninsula,Maquoit Bay,Brunswick,Cumberland,2029/12/18 05:00:00+00,{E2EED26B-857F-41A4-AAF0-9579AE75F91A},34.51446694,MEDMR,2020/04/16 00:00:16+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED-DECISION-MAQ-MP-MerePointOysterCo.pdf,139675.092220629,1810.89338909386
6617,NMR EMG2,American oysters,A,S,"Marass, Nelson",Nelson Marass,East of Middle Ground,New Meadows River,West Bath,Sagadahoc,2024/12/04 05:00:00+00,{9835EA19-9A82-46A3-9233-699135845D92},1.11591354,MEDMR,2020/04/16 00:04:59+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED-DECISION-NMR-EMG2-NelsenMarass.pdf,4515.94188783458,469.823088695831
6618,CAS LJ2x,American oysters,A,E,"Henninger, Thomas",Thomas Henninger,North of Littlejohn Island,Casco Bay,Yarmouth,Cumberland,2023/07/24 05:00:00+00,{231783C2-8802-4444-BB73-402A2D8BA520},2.06419778,MEDMR,2020/04/16 01:13:27+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-CASLJ2x-LittlejohnIs.pdf,8353.51203134971,365.590246550692
6619,TAUN SB2,American oysters,A,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,Southeast of Cedar Point,Taunton Bay,Hancock,Hancock,2028/01/22 05:00:00+00,{A55DA5A7-8567-4228-B9D8-69513935BFFB},13.91142114,MEDMR,2020/04/27 22:37:13+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED_DECISION_TAUNSB2_TAUNTONBAYOYSTERCO.pdf,56297.5239802272,1288.86273256808
6620,TAUN SB2,American oysters,A,S,"Taunton Bay Oyster Company, Inc.",Michael Briggs,Southeast of Cedar Point,Taunton Bay,Hancock,Hancock,2028/01/22 05:00:00+00,{C73B12FE-46D6-4A39-802B-6774CB8A4F89},5.07260497,MEDMR,2020/04/27 22:38:57+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED_DECISION_TAUNSB2_TAUNTONBAYOYSTERCO.pdf,20528.104001008,789.021453499975
6621,PEN CJx,Marine algae,A,E,"Perkins, Greg",Greg Perkins,East of Sears Island,Penobscot Bay,Searsport,Waldo,2023/09/30 05:00:00+00,{97B12214-BF1F-4342-81C3-D0590D9A7CAE},3.97440982,MEDMR,2020/04/27 22:54:49+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-PEN-CJx-Greg-H-Perkins.pdf,16083.8658903085,819.258464817973
6622,CAS ELMx,American oysters,A,E,"Butterfield, Keith",Keith Butterfield,East of Little Moshier Island,Casco Bay,Yarmouth,Cumberland,2020/04/30 05:00:00+00,{6520E175-FEA4-467F-8164-328A973A055B},3.19066635,MEDMR,2020/04/27 23:16:21+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-CAS-ELMx.pdf,12912.168611921,516.922099018626
6623,KEN ESI,American oysters,A,S,High Tide Shellfish Farm,Chris Warner,East of Stage Island,Stage Island Bay,Georgetown,Sagadahoc,2040/01/01 05:00:00+00,{2DA43B2B-12D3-4C10-8229-DD618FBA1609},2.24623736,MEDMR,2020/04/27 23:45:19+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-KEN-ESI-HighTideShellfishFarms.pdf,9090.20008024369,381.858501143612
6624,PEN HI2x,Marine algae,A,E,"Hooper, Jason and Molly",Jason and Molly Hooper,"North of High Island, Muscle Ridges",Penobscot Bay,Unorganized,Knox,2022/12/18 05:00:00+00,{83E1F854-5599-4B83-92D1-1722A5CBB51E},3.78888022,MEDMR,2020/05/27 00:22:46+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/FINALDECISION-PENHIx-Hooper-HighIsland.pdf,15333.0542652648,740.070674203931
6625,PEN MHx,Sea scallops,A,E,"Miller, Miller, Connell, Cook, and Carey",Merritt Carey,Northeast of Mosquito Head,Penobscot Bay,St. George,Knox,2022/09/30 05:00:00+00,{43019672-26F6-423B-B724-3C7405ADF576},3.99054865,MEDMR,2020/05/29 00:51:29+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDfinaldecisionPENMHx.pdf,16149.1774415085,727.660130111534
6626,SACO RIx,Marine algae,A,E,University of New England,Barry Costa-Pierce,Northeast of Ram Island,Saco Bay,Saco,York,2022/09/30 05:00:00+00,{9F50FFA5-0C52-44C0-B7CB-F50DE77D4ED8},3.91465101,MEDMR,2020/05/29 02:40:53+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDecision-SACORIx-UNE.pdf,15842.0305903621,503.97140945149
6627,EAST MHCx,Clams and oysters,A,E,Downeast Institute,Dianne Tilton,Mud Hole Cove,Eastern Bay,Beals,Washington,2023/04/20 05:00:00+00,{DF554733-2ED0-42E2-BC4A-72371821F8B6},3.95209297,MEDMR,2020/07/15 00:03:24+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTED_DECISION_EASTMHCx_DEI.pdf,15993.5527986505,508.05121145097
6628,MUS ECIx,Marine algae,A,E,"Ehle, Timothy and Isaac Lash",Timothy Ehle and Isaac Lash,East of Cranberry Island,Muscongus Bay,Friendship,Knox,2023/10/24 05:00:00+00,{666576D3-CFD0-4CB5-B69C-4C36577EC9F4},3.84550822,MEDMR,2020/07/15 00:32:08+00,MEDMR,2020/12/07 20:36:15+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_MUSECIx_EhleandLash_000.pdf,15562.2196384108,766.078166501533
6629,PEN NIx,Marine algae,A,E,"Miller, Keith and Ryan",Ryan Miller,West of Norton Island in Rackliff Bay,Penobscot Bay,St. George,Knox,2023/05/31 05:00:00+00,{4EC6DBA3-5D51-4CC4-9192-6D7AF53251C8},3.8491903,MEDMR,2020/07/15 00:45:30+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-PEN-NIx-Miller-K-R.pdf,15577.1204782312,733.540906322746
6630,PEN EIx,Marine algae,A,E,"Miller, Keith and Ben Stendel",Keith Miller,Southwest of Elwell Island in Wheeler Bay,Penobscot Bay,St. George,Knox,2023/06/19 05:00:00+00,{27F49626-9902-4F14-ABCE-7589FA02A9C0},3.91822738,MEDMR,2020/07/15 00:54:03+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-PEN-EIx-Miller-Stendal.pdf,15856.5036543865,735.812158941619
6631,EAST TIx,Blue mussels,A,E,Mussel Bound Incorporated,Erick Spencer Swanson,Northwest of Thomas Island,Eastern Bay,Bar Harbor,Hancock,2023/05/25 05:00:00+00,{33CA75A0-0630-4FC3-8BE5-94E6657A9255},3.40614467,MEDMR,2020/07/15 01:02:07+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/ExecutedDecision_EASTTIx_MusselBound.pdf,13784.1784138315,499.529622537963
6632,CAS LCI4x,Marine algae,A,E,"Train, Stephen",Stephen Train,Southwest of Little Chebeague Island,Casco Bay,Long Island,Cumberland,2023/10/14 05:00:00+00,{F456DFF8-B985-4EAA-8639-0E3A4B9865B4},3.97697662,MEDMR,2020/07/15 21:26:50+00,MEDMR,2020/08/07 03:18:24+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION-CAS-LCI4x-StephenTrain.pdf,16094.2533688149,749.814073937261
7035,NMR EMG,American oysters/blue mussels/sea scallops/seaweed,A,S,"Francisco, Peter",Peter Francisco,"East of Middle Ground, Western Tract",New Meadows River,West Bath,Sagadahoc,2040/05/18 05:00:00+00,{FBA9DFEF-2A90-4B1B-A634-66CDB9F3285F},1.31986723,MEDMR,2020/08/07 03:20:42+00,MEDMR,2020/08/07 03:24:59+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_NMREMG_Francisco.pdf,5341.31317968465,418.267622431121
7036,NMR EMG,American oysters/blue mussels/sea scallops/seaweed,A,S,"Francisco, Peter",Peter Francisco,"East of Middle Ground, Eastern Tract",New Meadows River,West Bath,Sagadahoc,2040/05/18 05:00:00+00,{6BFAA03A-DE08-47F2-A90C-E31C6E545ABF},3.94571997,MEDMR,2020/08/07 03:57:04+00,MEDMR,2020/08/07 03:59:32+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_NMREMG_Francisco.pdf,15967.7622208893,668.283534267975
7436,NMR EMGx,American oysters/blue mussels/kelp,E,E,"Francisco, Peter W.",Peter Francisco,East of Middle Ground,New Meadows River,West Bath,Sagadahoc,2018/05/31 05:00:00+00,{9140EED5-4703-41ED-A9C4-4850715D929C},3.52249353,MEDMR,2020/08/07 16:22:56+00,MEDMR,2020/08/07 16:25:58+00,,14255.0255508293,528.406850444456
7438,PEN GIx,"Marine algae, ",A,E,George C. and Lucas G. Morrill,George Morrill,West of Garden Island,Penobscot Bay,South Thomaston,Knox,2023/10/31 05:00:00+00,{2B6B12CD-E526-4D56-9E49-16D82AE1C0E6},3.86530171,MEDMR,2020/08/29 00:54:45+00,MEDMR,2020/08/29 01:10:22+00,https://www.maine.gov/dmr/aquaculture/leases/decisions/documents/EXECUTEDDECISION_PENGIx_Morrill.pdf,15642.3210657764,744.328421682495
